Location,Type,Pi�ces,Salles de bains,Surface,Prix
Cabo negro, Tetouan,Appartement,2,1,80,700000
Agadir, Agadir,Appartement,1,1,75,680000
Hay Mohammadi, Agadir,Appartement,2,1,60,540000
Guéliz, Marrakech,Appartement,2,2,83,739000
Wafaa, Agadir,Maison,{0},150,150,170000
Ait melloul, Agadir,Villa,{0},200,200,2500000
Taroudant, Taroudant,Maison,3,1,300,500000
Hay Mohammadi, Agadir,Appartement,{0},60,60,540000
Hay Salam, Agadir,Appartement,{0},60,60,500000
Illigh, Agadir,Villa,5,2,900,9000000
Hay Mohammadi, Agadir,Appartement,2,1,70,600000
Guéliz, Marrakech,Appartement,1,1,48,427200
Guéliz, Marrakech,Appartement,1,1,49,436000
Hay Mohammadi, Agadir,Appartement,2,1,60,600000
Cabo negro, Tetouan,Appartement,2,1,120,1100000
Cabo negro, Tetouan,Villa,6,4,1,12000000
Taroudant, Taroudant,Maison,3,2,150,630000
Taroudant, Taroudant,Maison,5,2,200,150000
Guéliz, Marrakech,Appartement,3,2,91,809900
Aghroud, Agadir,Appartement,{0},386,386,1800000
Najah, Agadir,Appartement,{0},121,121,1380000
Taroudant, Taroudant,Villa,5,3,160,960000
Illigh, Agadir,Villa,5,3,899,9000000
Hay Salam, Agadir,Appartement,2,1,46,350000
El Houda, Agadir,Appartement,2,1,50,290000
Bayti, Agadir,Appartement,{0},65,65,650000
Taroudant, Taroudant,Villa,5,2,150,270000
Hay Salam, Agadir,Appartement,{0},65,65,620000
Taroudant, Taroudant,Maison,3,1,250,560000
Taroudant, Taroudant,Maison,3,1,150,260000
mirleft, Tiznit,Appartement,2,1,87,650000
Taroudant, Taroudant,Riad,7+,1,400,420000
Taroudant, Taroudant,Riad,6,1,250,740000
Cabo negro, Tetouan,Villa,5,4,1,13000000
Hay Salam, Agadir,Appartement,{0},65,65,500000
Hay Salam, Agadir,Appartement,{0},65,65,500000
Taroudant, Taroudant,Riad,3,2,120,700000
Taroudant, Taroudant,Maison,6,1,184,540000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Taroudant, Taroudant,Villa,1,1,70,1650000
Taddart, Agadir,Villa,{0},246,246,3400000
Taroudant, Taroudant,Maison,2,1,700,560000
Cabo negro, Tetouan,Appartement,2,1,140,1100000
Al Wifaq, Agadir,Appartement,{0},106,106,96000
Centre Ville, Agadir,Appartement,2,1,60,820000
Taroudant, Taroudant,Maison,3,1,150,660000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Hay Salam, Agadir,Appartement,{0},68,68,520000
mirleft, Tiznit,Appartement,2,1,87,700000
Taroudant, Taroudant,Maison,7+,2,250,510000
Illigh, Agadir,Villa,5,2,900,9000000
Hay Dakhla, Agadir,Appartement,{0},1,1,850000
Centre Ville, Agadir,Appartement,{0},120,120,1600000
Taroudant, Taroudant,Riad,5,1,160,440000
Hay Salam, Agadir,Appartement,{0},65,65,430000
Taroudant, Taroudant,Maison,2,1,86,540000
Ihchach, Agadir,Maison,{0},70,70,1700000
Hay Mohammadi, Agadir,Appartement,{0},94,94,86000
Taroudant, Taroudant,Riad,2,1,140,770000
Av des Far, Agadir,Duplex,{0},110,110,1400000
Centre Ville, Agadir,Appartement,{0},100,100,1200000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Hay Mohammadi, Agadir,Appartement,{0},65,65,620000
Taroudant, Taroudant,Maison,3,1,300,240000
Bir Rami, Kenitra,Appartement,3,1,80,390000
Taroudant, Taroudant,Riad,7+,1,400,560000
Hay Mohammadi, Agadir,Appartement,{0},82,82,690000
Hay Mohammadi, Agadir,Appartement,{0},50,50,540000
Ait melloul, Agadir,Villa,5,3,200,2500000
Centre Ville, Agadir,Appartement,{0},120,120,950000
Hay Salam, Agadir,Appartement,{0},75,75,580000
Hay Salam, Agadir,Appartement,{0},65,65,480000
Hay Salam, Agadir,Appartement,{0},75,75,530000
mirleft, Tiznit,Appartement,2,1,87,650000
Hay Salam, Agadir,Appartement,{0},54,54,480000
Adrar, Agadir,Appartement,{0},50,50,260000
Hay Salam, Agadir,Appartement,{0},65,65,420000
Bir Rami, Kenitra,Appartement,3,1,80,390000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Tilila, Agadir,Maison,{0},112,112,2100000
Hay Salam, Agadir,Appartement,{0},65,65,450000
Hay Mohammadi, Agadir,Appartement,2,1,64,600000
Taroudant, Taroudant,Maison,4,1,150,950000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Hay Mohammadi, Agadir,Appartement,{0},82,82,780000
Marina, Agadir,Appartement,{0},101,101,2700000
Talborjt, Agadir,Appartement,{0},77,77,850000
Hay Salam, Agadir,Appartement,{0},58,58,480000
Hay Salam, Agadir,Appartement,{0},73,73,640000
Hay Mohammadi, Agadir,Appartement,{0},93,93,850000
Sonaba, Agadir,Villa,3,2,280,7000000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Hay Mohammadi, Agadir,Appartement,{0},65,65,470000
Islane, Agadir,Appartement,{0},94,94,860000
Centre Ville, Agadir,Appartement,{0},120,120,1600000
Hay Salam, Agadir,Appartement,2,1,65,450000
Route d'agadir, Essaouira,Maison,2,1,70,270000
Hay Mohammadi, Agadir,Appartement,{0},82,82,690000
Hay Salam, Agadir,Appartement,{0},44,44,320000
Taroudant, Taroudant,Maison,3,1,150,480000
Les Amicales, Agadir,Appartement,{0},114,114,940000
Les Amicales, Agadir,Appartement,{0},114,114,9400000
Taroudant, Taroudant,Maison,6,2,300,1400000
mirleft, Tiznit,Appartement,2,1,87,650000
Taroudant, Taroudant,Riad,7,7,276,1730000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Taroudant, Taroudant,Terrain,0,0,5,620000
Hay Mohammadi, Agadir,Maison,{0},100,100,2800000
Taroudant, Taroudant,Appartement,2,1,80,640000
indéfini, Marrakech,Villa,{0},1,1,85000000
Bir Rami, Kenitra,Appartement,3,1,80,390000
Hay Mohammadi, Agadir,Appartement,2,1,62,540000
Hay Salam, Agadir,Appartement,{0},68,68,480000
Cabo negro, Tetouan,Villa,4,3,800,7500000
Hay Salam, Agadir,Appartement,{0},68,68,520000
Bir Rami, Kenitra,Appartement,2,1,80,380000
Taroudant, Taroudant,Villa,3,1,85,750000
Hay Salam, Agadir,Appartement,{0},86,86,700000
El Houda, Agadir,Appartement,2,1,64,390000
Hay Salam, Agadir,Appartement,{0},58,58,480000
Hay Salam, Agadir,Appartement,{0},65,65,520000
Hay Mohammadi, Agadir,Appartement,{0},82,82,690000
Taroudant, Taroudant,Maison,1,1,80,650000
Centre Ville, Agadir,Appartement,{0},120,120,950000
Hay Mohammadi, Agadir,Appartement,{0},60,60,330000
Tilila, Agadir,Maison,{0},112,112,2100000
Hay Salam, Agadir,Appartement,{0},65,65,480000
Eraq, Agadir,Maison,{0},70,70,1250000
Taroudant, Taroudant,Maison,{0},500,500,510000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},386,386,1800000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Taroudant, Taroudant,Maison,1,1,100,510000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},90,90,1300000
Riad Salam, Agadir,Appartement,{0},75,75,690000
Hay Salam, Agadir,Appartement,{0},44,44,320000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Hay Mohammadi, Agadir,Maison,{0},100,100,2800000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Hay Salam, Agadir,Appartement,{0},75,75,690000
Hay Mohammadi, Agadir,Appartement,{0},68,68,555000
Hay Salam, Agadir,Appartement,{0},1,1,350000
Hay Mohammadi, Agadir,Appartement,{0},66,66,490000
Hay Salam, Agadir,Appartement,{0},1,1,35000
Islane, Agadir,Appartement,{0},100,100,1000000
Hay Mohammadi, Agadir,Appartement,2,1,60,540000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Sidi Youssef, Agadir,Appartement,{0},75,75,740000
Souk El Had, Agadir,Appartement,{0},75,75,74000
Taroudant, Taroudant,Terrain,0,0,4,840000
Hay El Hikma, Oujda,Appartement,3,2,100,600000
Riyad El Miloudi, Bouznika,Appartement,2,2,68,540000
Cité Essalam, Agadir,Appartement,2,1,70,480000
Hay Salam, Oujda,Appartement,{0},2,87,5000000
Hay El Qods, Oujda,Appartement,{0},86,86,460000
Marina, Agadir,Appartement,{0},1,1,11000000
Iris, Oujda,Appartement,2,78,78,530000
Hay Salam, Oujda,Appartement,2,1,100,550000
Hay Mohammadi, Agadir,Maison,{0},76,76,1560000
Berkane, Berkane,Appartement,3,1,100,560000
Bd Jaych Tahrir, Oujda,Appartement,3,90,90,680000
indéfini, Marrakech,Villa,{0},1,1,8500000
Taroudant, Taroudant,Terrain,0,0,3,260000
Al Wifaq, Agadir,Appartement,{0},106,106,960000
Bayti, Agadir,Appartement,2,1,68,600000
Taroudant, Taroudant,Maison,5,1,360,770000
Hay Salam, Agadir,Appartement,{0},68,68,480000
Souk El Had, Agadir,Appartement,{0},100,100,12000000
Riad Salam, Agadir,Appartement,{0},75,75,690000
Hay Mohammadi, Agadir,Appartement,{0},82,82,180000
Centre Ville, Agadir,Appartement,{0},65,65,650000
Hay Salam, Agadir,Appartement,{0},86,86,740000
Marina, Agadir,Appartement,{0},350,350,320000
El Houda, Agadir,Appartement,{0},105,105,1300000
Cabo negro, Tetouan,Appartement,2,1,80,1150000
El Houda, Agadir,Appartement,2,1,54,330000
Cabo negro, Tetouan,Villa,4,4,1,13000000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},386,386,1800000
Hay Salam, Agadir,Appartement,{0},54,54,480000
Hay Salam, Agadir,Appartement,{0},65,65,420000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},90,90,1300000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},90,90,1300000
Hay Salam, Agadir,Appartement,{0},75,75,540000
Cité Essalam, Agadir,Appartement,2,1,56,320000
Tilila, Agadir,Villa,{0},186,186,2200000
Marina, Agadir,Appartement,{0},1,1,1820000
Hay Salam, Agadir,Appartement,{0},73,73,640000
Centre Ville Marrakech, Marrakech,Appartement,{0},110,110,1300000
Cabo negro, Tetouan,Appartement,2,1,80,730000
Taroudant, Taroudant,Terrain,0,0,4,1200000
Tassila, Agadir,Appartement,2,1,50,260000
Bayti, Agadir,Appartement,2,1,60,520000
Hay Salam, Agadir,Appartement,{0},70,70,560000
Eraq, Agadir,Appartement,{0},70,70,1250000
El Houda, Agadir,Appartement,{0},105,105,1300000
Bouskoura, Casablanca,Terrain,0,0,10,8000000
Hay Salam, Agadir,Appartement,{0},60,60,470000
Souk El Had, Agadir,Appartement,{0},75,75,740000
El Houda, Agadir,Appartement,{0},105,105,1300000
Marina, Agadir,Appartement,{0},350,350,3200000
Hay Salam, Agadir,Appartement,{0},75,75,580000
Tilila, Agadir,Appartement,{0},60,60,430000
Hay Salam, Agadir,Appartement,{0},70,70,560000
Taroudant, Taroudant,Riad,3,1,200,570000
Hay Salam, Agadir,Appartement,{0},86,86,740000
Hay Salam, Agadir,Appartement,{0},58,58,480000
Hay Salam, Agadir,Appartement,{0},54,54,480000
Hay Salam, Agadir,Appartement,{0},65,65,480000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Hay Mohammadi, Agadir,Appartement,{0},60,60,330000
Hay Salam, Agadir,Appartement,{0},75,75,530000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Bayti, Agadir,Appartement,2,1,60,520000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Hay Salam, Agadir,Appartement,{0},65,65,420000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Les Amicales, Agadir,Appartement,{0},114,114,940000
Hay Salam, Agadir,Appartement,{0},44,44,320000
Hay Salam, Agadir,Appartement,{0},68,68,520000
Hay Mohammadi, Agadir,Appartement,{0},82,82,780000
Taroudant, Taroudant,Terrain,0,0,8,9500000
Hay Salam, Agadir,Appartement,{0},75,75,540000
Hay Salam, Agadir,Appartement,{0},75,75,580000
Tilila, Agadir,Appartement,{0},60,60,430000
Talborjt, Agadir,Appartement,{0},77,77,850000
Islane, Agadir,Appartement,{0},50,50,450000
Centre Ville, Agadir,Villa,{0},5,5,2500000
Souk El Had, Agadir,Appartement,{0},75,75,740000
Settat, Settat,Terrain,0,0,115,475000
Hay Salam, Agadir,Appartement,{0},1,1,350000
Settat, Settat,Terrain,0,0,120,415000
Hay Mohammadi, Agadir,Appartement,{0},100,100,1000000
Hay Salam, Agadir,Appartement,{0},44,44,320000
Hay Mohammadi, Agadir,Appartement,{0},60,60,330000
Hay El Hikma, Oujda,Appartement,3,2,78,460000
Bd Jaych Tahrir, Oujda,Appartement,3,80,80,650000
saidia, Saidia,Appartement,2,1,78,670000
Hay Salam, Agadir,Appartement,{0},75,75,530000
Centre Ville, Oujda,Appartement,3,1,95,570000
Taroudant, Taroudant,Terrain,0,0,3,260000
Hay Salam, Agadir,Appartement,{0},75,75,530000
Centre Ville, Oujda,Appartement,3,1,95,570000
Taroudant, Taroudant,Terrain,0,0,3,260000
Hay Salam, Agadir,Appartement,{0},65,65,430000
Berkane, Berkane,Appartement,3,1,84,555000
Berkane, Berkane,Appartement,3,2,100,580000
Adrar, Agadir,Appartement,2,1,50,224000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Centre Ville, Oujda,Appartement,2,1,100,700000
Hay Lazaret, Oujda,Appartement,3,1,70,430000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Bd Jaych Tahrir, Oujda,Appartement,3,1,80,460000
Hay El Hikma, Oujda,Appartement,3,1,75,450000
Afaq, Marrakech,Villa,{0},11,11,8500000
Hay Salam, Agadir,Appartement,{0},60,60,470000
El Houda, Agadir,Appartement,{0},477,477,10500000
Tilila, Agadir,Maison,{0},112,112,2100000
Hay Salam, Agadir,Appartement,{0},65,65,430000
Islane, Agadir,Appartement,{0},93,93,850000
Taroudant, Taroudant,Maison,3,1,200,360000
Aourir, Agadir,Terrain,0,0,236,345000
Aourir, Agadir,Terrain,0,0,250,350000
Hay Salam, Agadir,Appartement,{0},65,65,420000
Hay Salam, Agadir,Appartement,{0},65,65,480000
Settat, Settat,Terrain,0,0,120,525000
Hay Salam, Agadir,Appartement,{0},75,75,540000
Hay Salam, Agadir,Appartement,{0},77,77,850000
Hay Salam, Oujda,Maison,5,2,85,850000
Taddart Anza, Agadir,Terrain,0,0,73,180000
Centre Ville, Guercif,Appartement,4,2,90,470500
Bd Jaych Tahrir, Oujda,Appartement,3,2,90,540000
JDID, Jerrada,Appartement,2,1,78,400000
saidia, Saidia,Appartement,{0},79,79,480000
Hay Salam, Oujda,Appartement,2,1,80,475000
Berkane, Berkane,Terrain,0,0,90,600000
saidia, Saidia,Appartement,2,1,80,450000
Lot Almassira, Taourirt,Appartement,3,1,70,470000
Centre Ville, Oujda,Appartement,2,1,89,430000
Kada Houcine, Oujda,Appartement,2,1,80,500000
Iris, Oujda,Appartement,3,1,80,450000
Centre Ville, Oujda,Appartement,4,1,75,520000
Berkane, Berkane,Appartement,2,1,100,660000
Berkane, Berkane,Appartement,2,1,73,360000
Berkane, Berkane,Appartement,2,1,78,490000
Hay El Andalous, Oujda,Appartement,2,1,70,480000
Centre Ville, Guercif,Appartement,2,1,78,440000
Berkane, Berkane,Appartement,{0},70,70,470000
Berkane, Berkane,Appartement,3,1,90,600000
Berkane, Berkane,Appartement,3,2,100,500000
Centre Ville, Guercif,Appartement,2,1,100,560000
Hay Salam, Oujda,Appartement,2,1,85,515000
Bd Jaych Tahrir, Oujda,Appartement,3,1,78,650000
Hay Salam, Oujda,Appartement,2,1,77,470000
Hay Pam, Taourirt,Appartement,2,1,86,460000
Hay Takkadom, Oujda,Appartement,3,1,76,500000
Hay El Andalous, Oujda,Appartement,3,1,95,540000
Berkane, Berkane,Appartement,2,1,87,520000
Souk El Had, Agadir,Appartement,{0},75,75,740000
Hay Salam, Oujda,Appartement,3,2,90,530000
Centre Ville, Agadir,Terrain,0,0,3,895500
Hay Salam, Agadir,Appartement,{0},1,1,350000
Berkane, Berkane,Appartement,2,1,100,500000
Hay Mohammadi, Agadir,Appartement,{0},54,54,600000
Hay Salam, Agadir,Appartement,{0},65,65,520000
Hay Salam, Agadir,Appartement,{0},75,75,520000
Bd Jaych Tahrir, Oujda,Appartement,3,2,80,650000
Islane, Agadir,Appartement,{0},94,94,860000
Islane, Agadir,Appartement,{0},85,85,930000
Immi Ouaddar, Immi Ouaddar,Appartement,{0},386,386,1800000
Sidi Yahia, Oujda,Maison,4,2,90,800000
Al Boustane, Nador,Appartement,2,1,65,500000
Agadir, Agadir,Villa,{0},150,150,6500000
Hay Mohammadi, Agadir,Appartement,{0},61,61,540000
Cabo negro, Tetouan,Terrain,0,0,1,800000
El Houda, Agadir,Appartement,{0},105,105,130000
Hay Mohammadi, Agadir,Appartement,{0},60,60,390000
Biougra, Agadir,Appartement,{0},120,120,950000
Aourir, Agadir,Terrain,0,0,240,350000
Hay Salam, Agadir,Appartement,{0},68,68,480000
Indéfini, Agadir,Terrain,0,0,5,2500000
Kada Houcine, Oujda,Villa,6,2,320,2800000
Agadir, Agadir,Villa,{0},1,1,3200000
Hay Mohammadi, Agadir,Appartement,{0},82,82,780000
Hay Salam, Agadir,Appartement,{0},54,54,480000
Hay Salam, Agadir,Appartement,{0},68,68,520000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Hay Salam, Agadir,Appartement,{0},68,68,520000
Hay Mohammadi, Agadir,Appartement,{0},60,60,390000
Centre Ville, Oujda,Appartement,3,2,89,700000
Hay El Hikma, Oujda,Villa,6,2,209,1000000
Hay Mohammadi, Agadir,Appartement,{0},54,54,39000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Riad Salam, Agadir,Appartement,{0},75,75,600000
Hay Mohammadi, Agadir,Appartement,{0},48,48,420000
Talborjt, Agadir,Appartement,{0},77,77,850000
Hay Salam, Agadir,Appartement,{0},60,60,470000
Hay Salam, Agadir,Appartement,{0},56,56,400000
Si Lakhder, Oujda,Appartement,3,2,90,500000
Bd Jaych Tahrir, Oujda,Appartement,{0},2,80,650000
Centre Ville, Oujda,Appartement,3,1,70,450000
Marina, Agadir,Appartement,{0},101,101,2700000
Marina, Agadir,Appartement,{0},112,112,22000000
Hay Takkadom, Oujda,Appartement,2,1,80,480000
Hay Salam, Agadir,Appartement,{0},73,73,500000
Hay Salam, Oujda,Appartement,2,1,72,330000
Tamraght, Agadir,Maison,{0},80,80,1400000
Marina, Agadir,Appartement,{0},1,1,1100000
Iris, Oujda,Appartement,3,2,87,670000
Hay El Qods, Oujda,Maison,7+,3,140,1500000
Aghroud, Agadir,Appartement,{0},94,94,860000
Islane, Agadir,Appartement,{0},93,93,850000
Islane, Agadir,Appartement,{0},94,94,860000
Islane, Agadir,Appartement,{0},93,93,850000
Centre Ville, Agadir,Terrain,0,0,2,380000
Hay Mohammadi, Agadir,Terrain,0,0,170,1800000
El Houda, Agadir,Maison,{0},127,127,1900000
Hay Mohammadi, Agadir,Appartement,{0},61,61,540000
Hay Salam, Agadir,Appartement,{0},73,73,550000
Taroudant, Taroudant,Terrain,0,0,144,210000
CGI, Oujda,Terrain,0,0,290,10000
Riad Salam, Agadir,Terrain,0,0,160,1500000
Marina, Agadir,Appartement,{0},101,101,2700000
Ouled Berhil, Agadir,Appartement,{0},2,2,380000
Hay Mohammadi, Agadir,Terrain,0,0,182,1200000
Jawhara, Oujda,Maison,{0},90,90,700000
El Houda, Agadir,Terrain,0,0,842,12500
indéfini, Marrakech,Appartement,{0},80,80,500000
Centre Ville, Oujda,Appartement,{0},75,75,400000
Marina, Agadir,Appartement,{0},1,1,1280000
Hay Mohammadi, Agadir,Terrain,0,0,216,1200000
Founty, Agadir,Maison,{0},153,153,2500000
SAMMAR, Jerrada,Maison,5,2,88,700000
Kada Houcine, Oujda,Maison,3,2,73,350000
Jawhara, Oujda,Maison,5,2,80,1000000
Sonaba, Agadir,Villa,{0},246,246,4500000
Hay Lazaret, Oujda,Maison,5,2,78,800000
Hay Mohammadi, Agadir,Terrain,0,0,150,1700000
Hay Salam, Agadir,Maison,{0},127,127,3000000
El Houda, Agadir,Terrain,0,0,477,10500
Riad Salam, Agadir,Terrain,0,0,160,1500000
Marina, Agadir,Appartement,{0},1,1,1100000
Marina, Agadir,Appartement,{0},1,1,1100000
Aghroud, Agadir,Appartement,{0},54,54,530000
El Houda, Agadir,Appartement,2,1,105,1300000
Hay Salam, Agadir,Appartement,{0},65,65,490000
El Houda, Agadir,Terrain,0,0,482,125000000
Ait melloul, Agadir,Maison,{0},90,90,600000
Si Lakhder, Oujda,Maison,2,1,180,1440000
Centre Ville, Guercif,Appartement,6,2,100,870000
Kada Houcine, Oujda,Maison,6,2,100,1000000
Kada Houcine, Oujda,Maison,6,2,90,1000000
Centre Ville, Guercif,Appartement,4,2,80,540000
Centre Ville, Guercif,Maison,5,2,100,600000
Centre Ville, Oujda,Maison,3,1,75,425000
Hay Salam, Agadir,Maison,{0},70,70,750000
Taghazout, Agadir,Terrain,0,0,100,150000
Hay Salam, Oujda,Appartement,2,1,68,350000
Hay Salam, Agadir,Appartement,{0},73,73,550000
Hay Lazaret, Oujda,Appartement,4,2,200,1600000
CGI, Oujda,Villa,5,3,200,2000000
Aghroud, Agadir,Appartement,{0},90,90,1300000
Hay Salam, Agadir,Appartement,{0},65,65,490000
Sonaba, Agadir,Villa,{0},220,220,3700000
Hay Salam, Oujda,Villa,5,2,320,2500000
CGI, Oujda,Villa,{0},420,420,2800000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Hay Mohammadi, Agadir,Appartement,{0},54,54,390000
Hay Mohammadi, Agadir,Terrain,0,0,150,1700000
Talborjt, Agadir,Appartement,{0},77,77,8500000
Hay Mohammadi, Agadir,Terrain,0,0,150,11333
Hay Salam, Agadir,Appartement,{0},60,60,470000
Aghroud, Agadir,Appartement,{0},60,60,470000
Tamraght, Agadir,Appartement,{0},56,56,400000
Ait melloul, Agadir,Terrain,0,0,90,600000
Hay Salam, Agadir,Appartement,{0},73,73,640000
Centre Ville, Oujda,Appartement,2,1,90,450000
Hay El Qods, Oujda,Appartement,3,2,80,465000
Marina, Agadir,Appartement,{0},101,101,2700000
El Houda, Agadir,Terrain,0,0,314,2512000
Riad Salam, Agadir,Maison,{0},127,127,3000000
Souk El Had, Agadir,Appartement,{0},75,75,740000
El Houda, Agadir,Studio,{0},0,50,900000
Souk El Had, Agadir,Appartement,{0},75,75,740000
Centre Ville, Agadir,Appartement,{0},56,56,340000
Berkane, Berkane,Appartement,2,1,79,450000
Iris, Oujda,Appartement,2,1,78,450000
Hay Salam, Agadir,Appartement,{0},56,56,340000
Hay Salam, Oujda,Appartement,3,1,86,440000
Hay Salam, Agadir,Appartement,{0},65,65,500000
Hay Salam, Agadir,Appartement,{0},65,65,500000
Marina, Agadir,Appartement,{0},1,1,1100000
Sidi Yahia, Oujda,Appartement,2,1,65,330000
Centre Ville, Guercif,Appartement,3,2,100,470000
Centre Ville, Guercif,Appartement,3,1,80,480000
Centre Ville, Guercif,Appartement,2,1,70,800000
Route Jerada, Oujda,Appartement,3,2,100,1200000
Hay Salam, Oujda,Appartement,{0},68,68,400000
Hay Salam, Oujda,Appartement,3,2,100,550000
Si Lakhder, Oujda,Appartement,3,69,69,430000
Centre Ville, Guercif,Appartement,{0},80,80,450000
Hay Takkadom, Oujda,Appartement,2,1,79,320000
Founty, Agadir,Terrain,0,0,263,2900000
Centre Ville, Oujda,Appartement,2,1,67,320000
Taroudant, Taroudant,Terrain,0,0,95,1300000
Aarid, Nador,Appartement,2,2,80,560000
Hay Salam, Oujda,Appartement,2,1,68,340000
Aghroud, Agadir,Maison,{0},1,1,120000
Ait melloul, Agadir,Terrain,0,0,1,840000
Hay Lazaret, Oujda,Appartement,2,1,64,330000
Hay Assalam, Taourirt,Maison,2,1,110,1200000
Hay Salam, Oujda,Appartement,2,1,68,340000
